Id,Weekly_Sales
24_59_2013-03-15,331.695532154
24_59_2013-03-22,506.547358195
24_59_2013-03-29,374.166995072
24_59_2013-04-05,385.772087082
24_59_2013-04-12,251.256440511
24_59_2013-04-19,239.063667669
24_59_2013-04-26,337.564241801
24_59_2013-05-03,230.009983338
24_59_2013-05-10,212.079790288
24_59_2013-05-17,260.254478769
24_59_2013-05-24,112.207110465
24_59_2013-05-31,183.802527937
24_59_2013-06-07,137.370917916
24_59_2013-06-14,210.074554827
24_59_2013-06-21,163.897261833
24_59_2013-06-28,-9.31114316566
24_59_2013-07-05,31.8444373249
24_59_2013-07-12,14.3483151872
24_59_2013-07-19,-58.9731531183
24_59_2013-07-26,63.3781968638
24_60_2012-11-02,139.602140684
24_60_2012-11-09,151.547546285
24_60_2012-11-16,131.831427966
24_60_2012-11-23,119.671905704
24_60_2012-11-30,144.133842882
24_60_2012-12-07,154.517693327
24_60_2012-12-14,149.598918308
24_60_2012-12-21,154.317655209
24_60_2012-12-28,135.304443543
24_60_2013-01-04,135.711892474
24_60_2013-01-11,110.315789192
24_60_2013-01-18,105.105272766
24_60_2013-01-25,115.353017343
24_60_2013-02-01,150.432603365
24_60_2013-02-08,108.956964412
24_60_2013-02-15,130.592294026
24_60_2013-02-22,128.211055536
24_60_2013-03-01,133.164997555
24_60_2013-03-08,131.046369145
24_60_2013-03-15,122.128716331
24_60_2013-03-22,126.022772158
24_60_2013-03-29,113.887526638
24_60_2013-04-05,123.414638689
24_60_2013-04-12,109.399819113
24_60_2013-04-19,102.322734793
24_60_2013-04-26,99.0429586064
24_60_2013-05-03,101.291981078
24_60_2013-05-10,95.7307792099
24_60_2013-05-17,96.8479392102
24_60_2013-05-24,85.237059236
24_60_2013-05-31,86.7005735988
24_60_2013-06-07,93.959560899
24_60_2013-06-14,94.6040852301
24_60_2013-06-21,88.2818315185
24_60_2013-06-28,75.5675945719
24_60_2013-07-05,86.7329076455
24_60_2013-07-12,83.1035863252
24_60_2013-07-19,84.3730270322
24_60_2013-07-26,90.3420053397
24_67_2012-11-02,11516.601493
24_67_2012-11-09,10586.6686479
24_67_2012-11-16,9974.91904957
24_67_2012-11-23,9733.8154643
24_67_2012-11-30,8644.81102047
24_67_2012-12-07,10698.1419228
24_67_2012-12-14,10340.7765794
24_67_2012-12-21,27457.0754511
24_67_2012-12-28,11073.0889219
24_67_2013-01-04,6310.85136279
24_67_2013-01-11,10199.6862827
24_67_2013-01-18,9947.20374938
24_67_2013-01-25,9090.5481754
24_67_2013-02-01,10484.3704366
24_67_2013-02-08,17297.1457105
24_67_2013-02-15,20677.0553912
24_67_2013-02-22,9480.19861105
24_67_2013-03-01,10830.4762711
24_67_2013-03-08,10402.7452279
24_67_2013-03-15,10264.4352499
24_67_2013-03-22,9620.59626111
24_67_2013-03-29,9602.21450191
24_67_2013-04-05,10844.036805
24_67_2013-04-12,10847.7072479
24_67_2013-04-19,10596.790263
24_67_2013-04-26,10140.3315126
24_67_2013-05-03,11586.7569301
24_67_2013-05-10,11329.3436822
24_67_2013-05-17,10905.017871
24_67_2013-05-24,10905.0951874
24_67_2013-05-31,10441.8573866
24_67_2013-06-07,11794.2211614
24_67_2013-06-14,11337.5070371
24_67_2013-06-21,11130.4622785
24_67_2013-06-28,11179.665389
24_67_2013-07-05,12311.7586861
24_67_2013-07-12,12034.3440102
24_67_2013-07-19,11792.3599602
24_67_2013-07-26,11207.1958848
24_71_2012-11-02,4817.56227923
24_71_2012-11-09,4855.90773884
24_71_2012-11-16,4552.23009408
24_71_2012-11-23,8585.27014139
24_71_2012-11-30,3597.88934552
24_71_2012-12-07,4889.02252197
24_71_2012-12-14,4835.85639155
24_71_2012-12-21,8615.74656401
24_71_2012-12-28,5198.73042385
24_71_2013-01-04,3373.04542586
24_71_2013-01-11,4893.718673
24_71_2013-01-18,4804.8624072
24_71_2013-01-25,4828.37971542
24_71_2013-02-01,6980.57720737
24_71_2013-02-08,7567.51164609
24_71_2013-02-15,7823.72059742
24_71_2013-02-22,4725.38195365
24_71_2013-03-01,4883.18125812
24_71_2013-03-08,4836.33845481
24_71_2013-03-15,4731.56413482
24_71_2013-03-22,4721.64595473
24_71_2013-03-29,4595.57450529
24_71_2013-04-05,4853.42695545
24_71_2013-04-12,4732.15336775
24_71_2013-04-19,4655.36384027
24_71_2013-04-26,4626.69348331
24_71_2013-05-03,4829.63177144
24_71_2013-05-10,4744.91884176
24_71_2013-05-17,4674.96031111
24_71_2013-05-24,4538.71231858
24_71_2013-05-31,4480.38392095
24_71_2013-06-07,4713.88610958
24_71_2013-06-14,4658.75619375
24_71_2013-06-21,4561.10482132
24_71_2013-06-28,4414.6806333
24_71_2013-07-05,4670.17101525
24_71_2013-07-12,4579.56988076
24_71_2013-07-19,4443.10107142
24_71_2013-07-26,4398.07376094
24_72_2012-11-02,60206.5577638
24_72_2012-11-09,65730.4986163
24_72_2012-11-16,57352.1751932
24_72_2012-11-23,219697.47104
24_72_2012-11-30,72875.2892807
24_72_2012-12-07,67588.6770713
24_72_2012-12-14,67488.7466946
24_72_2012-12-21,157009.682527
24_72_2012-12-28,71173.5174952
24_72_2013-01-04,50461.081229
24_72_2013-01-11,52304.5394144
24_72_2013-01-18,50890.9332025
24_72_2013-01-25,55648.4504016
24_72_2013-02-01,71374.618658
24_72_2013-02-08,85212.0220407
24_72_2013-02-15,87667.5244084
24_72_2013-02-22,53681.2575354
24_72_2013-03-01,53519.9371204
24_72_2013-03-08,54037.4142537
24_72_2013-03-15,51537.2787629
24_72_2013-03-22,54213.1312084
24_72_2013-03-29,50503.1422151
24_72_2013-04-05,53485.3119066
24_72_2013-04-12,49683.3775474
24_72_2013-04-19,48438.8818813
24_72_2013-04-26,49441.9490845
24_72_2013-05-03,49802.009108
24_72_2013-05-10,48487.089853
24_72_2013-05-17,48633.0365712
24_72_2013-05-24,44633.5009876
24_72_2013-05-31,45242.6961764
24_72_2013-06-07,47039.0086501
24_72_2013-06-14,47647.6522771
24_72_2013-06-21,45764.7864059
24_72_2013-06-28,41247.9091735
24_72_2013-07-05,44730.0526562
24_72_2013-07-12,43475.5135491
24_72_2013-07-19,41270.7645174
24_72_2013-07-26,42984.8877524
24_74_2012-11-02,14552.9121485
24_74_2012-11-09,13578.4064483
24_74_2012-11-16,12953.374176
24_74_2012-11-23,21835.2670075
24_74_2012-11-30,11425.0526599
24_74_2012-12-07,13770.2127187
24_74_2012-12-14,13572.8869455
24_74_2012-12-21,17268.5158579
24_74_2012-12-28,14652.9508525
24_74_2013-01-04,15336.2655047
24_74_2013-01-11,12445.5052663
24_74_2013-01-18,12340.1246845
24_74_2013-01-25,11456.7807941
24_74_2013-02-01,12636.4513923
24_74_2013-02-08,13001.1989975
24_74_2013-02-15,15992.1290116
24_74_2013-02-22,11698.9524278
24_74_2013-03-01,12853.4063279
24_74_2013-03-08,12547.4549855
24_74_2013-03-15,12603.2537221
24_74_2013-03-22,12010.3189082
24_74_2013-03-29,12223.2310021
24_74_2013-04-05,13201.5979976
24_74_2013-04-12,13466.6123049
24_74_2013-04-19,13396.1670201
24_74_2013-04-26,13087.3993155
24_74_2013-05-03,14367.388851
24_74_2013-05-10,14264.2534054
24_74_2013-05-17,13902.79758
24_74_2013-05-24,14121.515662
24_74_2013-05-31,13721.6561533
24_74_2013-06-07,14832.265868
24_74_2013-06-14,14452.5590124
24_74_2013-06-21,14404.7703432
24_74_2013-06-28,14683.9774979
24_74_2013-07-05,15543.4679085
24_74_2013-07-12,15388.9825175
24_74_2013-07-19,15175.4901299
24_74_2013-07-26,14593.6544043
24_78_2013-03-22,24.4935992617
24_79_2012-11-02,21739.6712719
24_79_2012-11-09,20829.1719408
24_79_2012-11-16,19995.9309154
24_79_2012-11-23,21946.3909486
24_79_2012-11-30,18189.7045898
24_79_2012-12-07,20862.0773385
24_79_2012-12-14,20535.566793
24_79_2012-12-21,24008.0977726
24_79_2012-12-28,18893.7260973
24_79_2013-01-04,19299.0725162
24_79_2013-01-11,22153.6510076
24_79_2013-01-18,21839.4338013
24_79_2013-01-25,20988.0833866
24_79_2013-02-01,22215.2567377
24_79_2013-02-08,24291.6742838
24_79_2013-02-15,24096.0291979
24_79_2013-02-22,20761.9904808
24_79_2013-03-01,22072.070357
24_79_2013-03-08,21649.1634815
24_79_2013-03-15,21463.0508471
24_79_2013-03-22,20831.6550395
24_79_2013-03-29,20757.2107052
24_79_2013-04-05,22117.7554259
24_79_2013-04-12,22107.4355141
24_79_2013-04-19,21856.4300048
24_79_2013-04-26,21472.1605707
24_79_2013-05-03,23014.5078603
24_79_2013-05-10,22712.0461769
24_79_2013-05-17,22179.6998142
24_79_2013-05-24,22087.9336342
24_79_2013-05-31,21542.9671142
24_79_2013-06-07,22982.828076
24_79_2013-06-14,22465.7314419
24_79_2013-06-21,22190.189949
24_79_2013-06-28,22136.900907
24_79_2013-07-05,23370.2187003
24_79_2013-07-12,23001.9095372
24_79_2013-07-19,22468.614781
24_79_2013-07-26,21768.3447716
24_80_2012-11-02,29999.2686826
24_80_2012-11-09,28498.2412904
24_80_2012-11-16,27766.7372163
24_80_2012-11-23,24338.9728218
24_80_2012-11-30,23470.3356405
24_80_2012-12-07,28739.9024222
24_80_2012-12-14,28205.651644
24_80_2012-12-21,34123.5985163
24_80_2012-12-28,27007.9361324
24_80_2013-01-04,27618.5071795
24_80_2013-01-11,26856.3614407
24_80_2013-01-18,26525.127296
24_80_2013-01-25,25152.0964796
24_80_2013-02-01,27850.8082178
24_80_2013-02-08,31643.3928704
24_80_2013-02-15,26858.4511926
24_80_2013-02-22,26000.6839125
24_80_2013-03-01,28114.3763572
24_80_2013-03-08,27468.0561136
24_80_2013-03-15,27326.410732
24_80_2013-03-22,26311.9273457
24_80_2013-03-29,26375.696443
24_80_2013-04-05,28228.0638095
24_80_2013-04-12,28317.6694865
24_80_2013-04-19,27972.2093482
24_80_2013-04-26,27258.7819048
24_80_2013-05-03,29475.3456539
24_80_2013-05-10,29131.1906125
24_80_2013-05-17,28521.5341841
24_80_2013-05-24,28626.3685052
24_80_2013-05-31,27943.5985325
24_80_2013-06-07,29991.7672721
24_80_2013-06-14,29314.2037828
24_80_2013-06-21,29061.7905568
24_80_2013-06-28,29252.7572377
24_80_2013-07-05,30935.4047044
24_80_2013-07-12,30569.9202313
24_80_2013-07-19,30319.3251585
24_80_2013-07-26,29439.1558285
24_81_2012-11-02,25973.4792419
24_81_2012-11-09,24121.510984
24_81_2012-11-16,23366.8635299
24_81_2012-11-23,23349.3007197
24_81_2012-11-30,18844.8781494
24_81_2012-12-07,24298.5616172
24_81_2012-12-14,23502.7382915
24_81_2012-12-21,24727.2761686
24_81_2012-12-28,19721.2422565
24_81_2013-01-04,22428.4542902
24_81_2013-01-11,23816.8388039
24_81_2013-01-18,23235.8672482
24_81_2013-01-25,21522.5861586
24_81_2013-02-01,25401.8449
24_81_2013-02-08,24803.4835791
24_81_2013-02-15,22396.924606
24_81_2013-02-22,22353.6439791
24_81_2013-03-01,25160.2585289
24_81_2013-03-08,24240.2031595
24_81_2013-03-15,23867.1990788
24_81_2013-03-22,22545.8211396
24_81_2013-03-29,22396.4401
24_81_2013-04-05,25021.4946055
24_81_2013-04-12,24903.3863563
24_81_2013-04-19,24311.3845739
24_81_2013-04-26,23322.9923859
24_81_2013-05-03,26313.2317474
24_81_2013-05-10,25719.3736892
24_81_2013-05-17,24831.1050172
24_81_2013-05-24,24723.9387815
24_81_2013-05-31,23757.7796303
24_81_2013-06-07,26594.2878649
24_81_2013-06-14,25635.3697045
24_81_2013-06-21,25139.9438279
24_81_2013-06-28,25126.020656
24_81_2013-07-05,27533.8360351
24_81_2013-07-12,26913.3496971
24_81_2013-07-19,26403.6489211
24_81_2013-07-26,25219.5774395
24_82_2012-11-02,23933.8259704
24_82_2012-11-09,24368.7865088
24_82_2012-11-16,17841.2056107
24_82_2012-11-23,24164.2891861
24_82_2012-11-30,23070.6919863
24_82_2012-12-07,25223.4812233
24_82_2012-12-14,24886.1371512
24_82_2012-12-21,81503.5747099
24_82_2012-12-28,31272.5161988
24_82_2013-01-04,17293.4322545
24_82_2013-01-11,15679.8194222
24_82_2013-01-18,15319.9375366
24_82_2013-01-25,15675.641615
24_82_2013-02-01,16241.6356144
24_82_2013-02-08,18966.6158717
24_82_2013-02-15,19616.6302128
24_82_2013-02-22,16947.0906008
24_82_2013-03-01,18208.1848348
24_82_2013-03-08,17996.6879868
24_82_2013-03-15,17468.1653707
24_82_2013-03-22,17533.1791103
24_82_2013-03-29,16856.2725306
24_82_2013-04-05,18392.0259731
24_82_2013-04-12,17633.0786071
24_82_2013-04-19,17193.6884427
24_82_2013-04-26,16935.6013318
24_82_2013-05-03,18118.9067195
24_82_2013-05-10,17744.5919036
24_82_2013-05-17,17670.3353416
24_82_2013-05-24,17013.938493
24_82_2013-05-31,16958.1670881
24_82_2013-06-07,18386.8101392
24_82_2013-06-14,18295.5890703
24_82_2013-06-21,17884.0512622
24_82_2013-06-28,17175.9984195
24_82_2013-07-05,18768.7520673
24_82_2013-07-12,18478.5036857
24_82_2013-07-19,18393.1023004
24_82_2013-07-26,18540.661681
24_83_2012-11-02,4371.87115228
24_83_2012-11-09,4092.08461359
24_83_2012-11-16,3008.81355838
24_83_2012-11-23,4090.69736108
24_83_2012-11-30,2240.53416404
24_83_2012-12-07,4096.41888859
24_83_2012-12-14,3813.53360526
24_83_2012-12-21,8634.34666507
24_83_2012-12-28,5916.56259051
24_83_2013-01-04,5214.75306601
24_83_2013-01-11,4795.59005137
24_83_2013-01-18,4510.41097807
24_83_2013-01-25,4229.94363575
24_83_2013-02-01,4706.1934551
24_83_2013-02-08,5981.33358298
24_83_2013-02-15,5062.19566553
24_83_2013-02-22,4263.66528218
24_83_2013-03-01,5036.50483982
24_83_2013-03-08,4753.55139607
24_83_2013-03-15,4467.96689603
24_83_2013-03-22,4186.40052738
24_83_2013-03-29,3899.97277142
24_83_2013-04-05,4798.69825813
24_83_2013-04-12,4512.910164
24_83_2013-04-19,4228.84593377
24_83_2013-04-26,3947.28656177
24_83_2013-05-03,4803.62723885
24_83_2013-05-10,4518.78085445
24_83_2013-05-17,4233.75044499
24_83_2013-05-24,3946.56374499
24_83_2013-05-31,3662.23741134
24_83_2013-06-07,4559.7551711
24_83_2013-06-14,4275.78032644
24_83_2013-06-21,3990.21553823
24_83_2013-06-28,3702.55096508
24_83_2013-07-05,4560.80379839
24_83_2013-07-12,4275.23710594
24_83_2013-07-19,3985.81194298
24_83_2013-07-26,3701.58130919
24_85_2012-11-02,2024.29726215
24_85_2012-11-09,2127.04292089
24_85_2012-11-16,1661.64276485
24_85_2012-11-23,1494.61086842
24_85_2012-11-30,2074.54024759
24_85_2012-12-07,2225.62438575
24_85_2012-12-14,2302.7819349
24_85_2012-12-21,6058.70580194
24_85_2012-12-28,1058.96322858
24_85_2013-01-04,1178.56988682
24_85_2013-01-11,1114.21200508
24_85_2013-01-18,1171.40051716
24_85_2013-01-25,1268.35513884
24_85_2013-02-01,890.270942001
24_85_2013-02-08,1091.36959391
24_85_2013-02-15,1486.35905359
24_85_2013-02-22,1259.04279765
24_85_2013-03-01,1155.02813062
24_85_2013-03-08,1231.35548004
24_85_2013-03-15,1285.32267758
24_85_2013-03-22,1373.23341538
24_85_2013-03-29,1420.12172155
24_85_2013-04-05,1323.3576306
24_85_2013-04-12,1375.97996727
24_85_2013-04-19,1443.04329202
24_85_2013-04-26,1531.61985303
24_85_2013-05-03,1429.23841531
24_85_2013-05-10,1489.35635007
24_85_2013-05-17,1547.30718165
24_85_2013-05-24,1587.53600362
24_85_2013-05-31,1651.59465321
24_85_2013-06-07,1544.49473746
24_85_2013-06-14,1611.68616272
24_85_2013-06-21,1665.60635444
24_85_2013-06-28,1701.76285965
24_85_2013-07-05,1615.29682951
24_85_2013-07-12,1668.97337753
24_85_2013-07-19,1688.60485755
24_85_2013-07-26,1753.11780414
24_87_2012-11-02,29357.2818841
24_87_2012-11-09,27196.4200168
24_87_2012-11-16,23034.9993845
24_87_2012-11-23,27103.6494408
24_87_2012-11-30,23622.7087275
24_87_2012-12-07,27685.6682666
24_87_2012-12-14,26488.9904992
24_87_2012-12-21,37759.9327491
24_87_2012-12-28,25246.7602324
24_87_2013-01-04,26109.0012511
24_87_2013-01-11,23598.0343171
24_87_2013-01-18,22715.0912604
24_87_2013-01-25,20700.2029516
24_87_2013-02-01,29725.8444537
24_87_2013-02-08,28338.2982497
24_87_2013-02-15,27486.7469587
24_87_2013-02-22,22520.978194
24_87_2013-03-01,26541.9390429
24_87_2013-03-08,25262.4320877
24_87_2013-03-15,24554.873857
24_87_2013-03-22,22894.1720242
24_87_2013-03-29,22403.9950528
24_87_2013-04-05,26240.4205968
24_87_2013-04-12,25727.0878347
24_87_2013-04-19,24757.5518631
24_87_2013-04-26,23331.2819723
24_87_2013-05-03,27474.0560942
24_87_2013-05-10,26558.5028392
24_87_2013-05-17,25448.2475549
24_87_2013-05-24,25041.5053414
24_87_2013-05-31,23826.5243289
24_87_2013-06-07,27897.5108244
24_87_2013-06-14,26662.7908453
24_87_2013-06-21,25867.4686851
24_87_2013-06-28,25560.2928774
24_87_2013-07-05,29156.9830603
24_87_2013-07-12,28273.5634429
24_87_2013-07-19,27741.0692375
24_87_2013-07-26,26365.5824842
24_90_2012-11-02,81209.5949545
24_90_2012-11-09,80865.1906048
24_90_2012-11-16,77563.0544321
24_90_2012-11-23,88073.9189291
24_90_2012-11-30,63299.160366
24_90_2012-12-07,82014.4397129
24_90_2012-12-14,80063.5166765
24_90_2012-12-21,104976.342983
24_90_2012-12-28,70841.6195104
24_90_2013-01-04,78023.7369303
24_90_2013-01-11,72193.0842242
24_90_2013-01-18,70204.3254056
24_90_2013-01-25,69696.5443603
24_90_2013-02-01,78584.3434716
24_90_2013-02-08,81907.9170338
24_90_2013-02-15,74944.9981962
24_90_2013-02-22,71942.5030582
24_90_2013-03-01,77316.6392376
24_90_2013-03-08,75629.8518426
24_90_2013-03-15,73289.1794331
24_90_2013-03-22,72176.4389935
24_90_2013-03-29,69528.1216862
24_90_2013-04-05,75992.0154383
24_90_2013-04-12,73169.0621727
24_90_2013-04-19,71009.0261506
24_90_2013-04-26,69218.8321886
24_90_2013-05-03,74774.2077238
24_90_2013-05-10,72753.8223593
24_90_2013-05-17,71363.3054253
24_90_2013-05-24,68761.1056131
24_90_2013-05-31,67406.454538
24_90_2013-06-07,73650.7354787
24_90_2013-06-14,72220.3162328
24_90_2013-06-21,70124.8374221
24_90_2013-06-28,67416.2958494
24_90_2013-07-05,73822.2843479
24_90_2013-07-12,71981.1131038
24_90_2013-07-19,70585.2734389
24_90_2013-07-26,69656.5400358
24_91_2012-11-02,57303.1092097
24_91_2012-11-09,56542.1214351
24_91_2012-11-16,51267.1780736
24_91_2012-11-23,48170.8638891
24_91_2012-11-30,38174.4186354
24_91_2012-12-07,57230.8946219
24_91_2012-12-14,54927.6968312
24_91_2012-12-21,55767.4063025
24_91_2012-12-28,46634.2638033
24_91_2013-01-04,61974.5661721
24_91_2013-01-11,56175.7599092
24_91_2013-01-18,53582.1874977
24_91_2013-01-25,52622.5311349
24_91_2013-02-01,62104.6217759
24_91_2013-02-08,65320.2153332
24_91_2013-02-15,54196.7500266
24_91_2013-02-22,52983.8948014
24_91_2013-03-01,59209.8664325
24_91_2013-03-08,57094.1508256
24_91_2013-03-15,54194.0238342
24_91_2013-03-22,52661.3867484
24_91_2013-03-29,49437.347475
24_91_2013-04-05,57369.8032086
24_91_2013-04-12,54089.8281208
24_91_2013-04-19,51497.1622491
24_91_2013-04-26,49464.4738237
24_91_2013-05-03,56376.607532
24_91_2013-05-10,53797.7116512
24_91_2013-05-17,51663.4352544
24_91_2013-05-24,48386.6706415
24_91_2013-05-31,46359.4543852
24_91_2013-06-07,53991.3870112
24_91_2013-06-14,51948.3633771
24_91_2013-06-21,49231.7667251
24_91_2013-06-28,45821.7149036
24_91_2013-07-05,53581.4641632
24_91_2013-07-12,51052.6631393
24_91_2013-07-19,48411.7061798
24_91_2013-07-26,46710.3251112
24_92_2012-11-02,142340.131979
24_92_2012-11-09,140001.550211
24_92_2012-11-16,131958.482178
24_92_2012-11-23,142478.789316
24_92_2012-11-30,96394.25194
24_92_2012-12-07,142965.581009
24_92_2012-12-14,137696.362324
24_92_2012-12-21,152276.421159
24_92_2012-12-28,104018.820326
24_92_2013-01-04,137170.002088
24_92_2013-01-11,121223.901988
24_92_2013-01-18,115761.816371
24_92_2013-01-25,113104.807999
24_92_2013-02-01,135369.577925
24_92_2013-02-08,142002.364889
24_92_2013-02-15,121378.078895
24_92_2013-02-22,117611.00281
24_92_2013-03-01,133077.141403
24_92_2013-03-08,128257.550309
24_92_2013-03-15,122168.742829
24_92_2013-03-22,118411.941869
24_92_2013-03-29,111747.990312
24_92_2013-04-05,130167.068521
24_92_2013-04-12,123238.999571
24_92_2013-04-19,117545.061455
24_92_2013-04-26,112625.699582
24_92_2013-05-03,129100.853998
24_92_2013-05-10,123603.029466
24_92_2013-05-17,119176.206648
24_92_2013-05-24,112549.099245
24_92_2013-05-31,108223.109263
24_92_2013-06-07,126197.83855
24_92_2013-06-14,121761.382311
24_92_2013-06-21,116094.585858
24_92_2013-06-28,109258.277591
24_92_2013-07-05,127300.271197
24_92_2013-07-12,122069.925824
24_92_2013-07-19,117388.886729
24_92_2013-07-26,113799.385457
24_93_2012-11-02,43360.9812874
24_93_2012-11-09,39100.3717049
24_93_2012-11-16,40856.2268069
24_93_2012-11-23,39992.6388588
24_93_2012-11-30,21346.3565826
24_93_2012-12-07,39619.268574
24_93_2012-12-14,36945.2446369
24_93_2012-12-21,45389.7230406
24_93_2012-12-28,32362.1546268
24_93_2013-01-04,40962.9478659
24_93_2013-01-11,37984.5035139
24_93_2013-01-18,35814.4314879
24_93_2013-01-25,31791.9983704
24_93_2013-02-01,42514.0727738
24_93_2013-02-08,43548.5830568
24_93_2013-02-15,35308.8248719
24_93_2013-02-22,34532.8165553
24_93_2013-03-01,42791.6015555
24_93_2013-03-08,39978.0797619
24_93_2013-03-15,38098.1219186
24_93_2013-03-22,34658.8862259
24_93_2013-03-29,33135.2495028
24_93_2013-04-05,41415.5135529
24_93_2013-04-12,39859.184224
24_93_2013-04-19,37554.6294779
24_93_2013-04-26,34508.4357069
24_93_2013-05-03,43187.9090108
24_93_2013-05-10,40966.3576122
24_93_2013-05-17,38416.66839
24_93_2013-05-24,37025.6272322
24_93_2013-05-31,34307.1274703
24_93_2013-06-07,42969.0218419
24_93_2013-06-14,40220.7985336
24_93_2013-06-21,38193.9119474
24_93_2013-06-28,36965.1981391
24_93_2013-07-05,44747.582646
24_93_2013-07-12,42573.0013108
24_93_2013-07-19,40949.7363375
24_93_2013-07-26,37963.0991538
24_94_2012-11-02,49862.2260802
24_94_2012-11-09,42012.1596135
24_94_2012-11-16,44217.7650816
24_94_2012-11-23,51839.7069331
24_94_2012-11-30,29562.8720131
24_94_2012-12-07,41241.7776162
24_94_2012-12-14,38929.8892443
24_94_2012-12-21,59222.4865133
24_94_2012-12-28,41291.8377567
24_94_2013-01-04,44697.1448338
24_94_2013-01-11,52276.8838277
24_94_2013-01-18,51123.4957155
24_94_2013-01-25,44005.9197106
24_94_2013-02-01,51546.8274096
24_94_2013-02-08,51915.1709887
24_94_2013-02-15,58388.8305261
24_94_2013-02-22,46579.9519379
24_94_2013-03-01,54507.1999826
24_94_2013-03-08,51552.1565749
24_94_2013-03-15,51485.3788236
24_94_2013-03-22,46421.878012
24_94_2013-03-29,47531.3126916
24_94_2013-04-05,53649.1388416
24_94_2013-04-12,54908.5482869
24_94_2013-04-19,53676.582101
24_94_2013-04-26,50340.3299304
24_94_2013-05-03,58649.8636807
24_94_2013-05-10,57423.2524506
24_94_2013-05-17,54672.8948239
24_94_2013-05-24,56015.8610533
24_94_2013-05-31,52847.9534285
24_94_2013-06-07,60085.8455336
24_94_2013-06-14,56948.7671458
24_94_2013-06-21,56246.541668
24_94_2013-06-28,58082.3667229
24_94_2013-07-05,63333.9096112
24_94_2013-07-12,61982.9622988
24_94_2013-07-19,61280.6419394
24_94_2013-07-26,56980.4681866
24_95_2012-11-02,95866.9815644
24_95_2012-11-09,84052.2906895
24_95_2012-11-16,80270.5611828
24_95_2012-11-23,82888.5911722
24_95_2012-11-30,61337.8723448
24_95_2012-12-07,84662.0146152
24_95_2012-12-14,81312.4268948
24_95_2012-12-21,105753.3674
24_95_2012-12-28,80430.4634416
24_95_2013-01-04,82353.5612823
24_95_2013-01-11,84871.3799288
24_95_2013-01-18,82966.4110292
24_95_2013-01-25,72217.6287263
24_95_2013-02-01,92406.6917329
24_95_2013-02-08,94493.4105494
24_95_2013-02-15,82655.5639173
24_95_2013-02-22,76062.1605546
24_95_2013-03-01,89868.6098177
24_95_2013-03-08,85451.1275585
24_95_2013-03-15,85247.188486
24_95_2013-03-22,77648.0243625
24_95_2013-03-29,79205.2321248
24_95_2013-04-05,90778.0235825
24_95_2013-04-12,92707.8780134
24_95_2013-04-19,90895.0465738
24_95_2013-04-26,86128.9125698
24_95_2013-05-03,100966.741877
24_95_2013-05-10,99007.669111
24_95_2013-05-17,94514.1004491
24_95_2013-05-24,96303.738705
24_95_2013-05-31,91265.1858705
24_95_2013-06-07,104434.84101
24_95_2013-06-14,99516.4933687
24_95_2013-06-21,98274.711056
24_95_2013-06-28,100777.627
24_95_2013-07-05,110981.182933
24_95_2013-07-12,108675.511641
24_95_2013-07-19,106668.461037
24_95_2013-07-26,99792.6437411
24_96_2012-11-02,11556.0036037
24_96_2012-11-09,7483.9730634
24_96_2012-11-16,7686.02456079
24_96_2012-11-23,10833.4164551
24_96_2012-11-30,4209.01727045
24_96_2012-12-07,7412.72627616
24_96_2012-12-14,6948.23871777
24_96_2012-12-21,17903.2759364
24_96_2012-12-28,13187.2004382
24_96_2013-01-04,7120.6709512
24_96_2013-01-11,9474.13173127
24_96_2013-01-18,9549.61217883
24_96_2013-01-25,5919.37481107
24_96_2013-02-01,10464.3892937
24_96_2013-02-08,10526.5950809
24_96_2013-02-15,8908.74786263
24_96_2013-02-22,6659.65557149
24_96_2013-03-01,9691.89350078
24_96_2013-03-08,8752.62047106
24_96_2013-03-15,9562.33838577
24_96_2013-03-22,7276.67492405
24_96_2013-03-29,8828.42012754
24_96_2013-04-05,10637.8037363
24_96_2013-04-12,12381.6356367
24_96_2013-04-19,12545.63147
24_96_2013-04-26,11512.0785177
24_96_2013-05-03,14824.6581587
24_96_2013-05-10,14890.4974655
24_96_2013-05-17,13828.5466295
24_96_2013-05-24,15450.4515071
24_96_2013-05-31,14177.8824762
24_96_2013-06-07,16641.07464
24_96_2013-06-14,15436.6912778
24_96_2013-06-21,15788.6701383
24_96_2013-06-28,17705.2551748
24_96_2013-07-05,19052.1132082
24_96_2013-07-12,18933.9174987
24_96_2013-07-19,18782.2240795
24_96_2013-07-26,16701.9398143
24_97_2012-11-02,20351.0135443
24_97_2012-11-09,18002.2338184
24_97_2012-11-16,15880.603878
24_97_2012-11-23,16337.2525777
24_97_2012-11-30,11408.7364593
24_97_2012-12-07,18232.2163249
24_97_2012-12-14,17196.7392125
24_97_2012-12-21,22466.15874
24_97_2012-12-28,16704.4698439
24_97_2013-01-04,18555.2390944
24_97_2013-01-11,17464.5978723
24_97_2013-01-18,16713.0405658
24_97_2013-01-25,14539.4752864
24_97_2013-02-01,19694.346608
24_97_2013-02-08,19751.9419974
24_97_2013-02-15,16481.5122065
24_97_2013-02-22,15684.3394153
24_97_2013-03-01,19288.0243821
24_97_2013-03-08,18102.4242003
24_97_2013-03-15,17607.4094347
24_97_2013-03-22,15920.6587653
24_97_2013-03-29,15705.6013286
24_97_2013-04-05,19071.7968831
